city,state,postcode,country,can_contact,sold_date,event_date,event_desc,num_tickets,estimated_price,is_international,region_category,sold_month,event_month,days_until_event,total_value
Long Jetty,NSW,2261,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
North St Marys,NSW,2760,AU,N,2025-02-24,2025-04-11,Single Day Entry,3,50,False,Australia,2025-02,2025-04,46,150
Blaxland,NSW,2774,AU,N,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Canterbury,NSW,2193,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Hammondville,NSW,2170,AU,N,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Maroubra,NSW,2035,AU,Y,2025-02-24,2025-04-11,Dino Adventures,5,25,False,Australia,2025-02,2025-04,46,125
Maroubra,NSW,2035,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Maroubra,NSW,2035,AU,Y,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Tarrawanna,NSW,2518,AU,N,2025-02-24,2025-04-11,Dino Adventures,4,25,False,Australia,2025-02,2025-04,46,100
Tarrawanna,NSW,2518,AU,N,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Tarrawanna,NSW,2518,AU,N,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Gosford,NSW,2250,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Mount Ousley,NSW,2519,AU,N,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Seaforth,NSW,2092,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Seaforth,NSW,2092,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Berkeley,NSW,2506,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Campbelltown,NSW,2560,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Carlingford,NSW,2118,AU,Y,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Seven Hills,NSW,2147,AU,N,2025-02-24,2025-04-11,Single Day Entry,3,50,False,Australia,2025-02,2025-04,46,150
Wahroonga,NSW,2076,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Wahroonga,NSW,2076,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Horsley,NSW,2530,AU,Y,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Warragul,VIC,3820,AU,N,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Beverly Hills,NSW,2209,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Russell Lea,NSW,2046,AU,N,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Allambie Heights,NSW,2100,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Allambie Heights,NSW,2100,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Marrickville,NSW,2204,AU,N,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Thirlmere,NSW,2572,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Cromer,NSW,2099,AU,N,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Kincumber,NSW,2251,AU,Y,2025-02-24,2025-04-11,Big Bush BBQ,4,20,False,Australia,2025-02,2025-04,46,80
Kincumber,NSW,2251,AU,Y,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Port Macquarie,NSW,2444,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Minchinbury,NSW,2770,AU,N,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Ashfield,NSW,2131,AU,N,2025-02-24,2025-04-11,Dino Adventures,2,25,False,Australia,2025-02,2025-04,46,50
Ashfield,NSW,2131,AU,N,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Ashfield,NSW,2131,AU,N,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Kellyville,NSW,2155,AU,N,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Kellyville,NSW,2155,AU,N,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Wollongong,NSW,2500,AU,N,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Sans Souci,NSW,2219,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Sans Souci,NSW,2219,AU,Y,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Manly,NSW,2095,AU,N,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Bulli,NSW,2516,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Warwick Farm,NSW,2170,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Warwick Farm,NSW,2170,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Warwick Farm,NSW,2170,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Cronulla,NSW,2230,AU,N,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Bringelly,NSW,2556,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Ryde,NSW,2112,AU,Y,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
East Kurrajong,NSW,2758,AU,N,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Chatswood,NSW,2067,AU,N,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Haywardxs Bay,NSW,2530,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Haywardxs Bay,NSW,2530,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Sydney,NSW,2558,AU,Y,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Sydney,NSW,2558,AU,Y,2025-02-24,2025-04-11,Single Day Entry,3,50,False,Australia,2025-02,2025-04,46,150
Sydney,NSW,2558,AU,Y,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Tura Beach,NSW,2548,AU,N,2025-02-24,2025-04-11,Single Day Entry,2,50,False,Australia,2025-02,2025-04,46,100
Tura Beach,NSW,2548,AU,N,2025-02-24,2025-04-23,Donation,1,10,False,Australia,2025-02,2025-04,58,10
St Helens Park,NSW,2560,AU,Y,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
St Helens Park,NSW,2560,AU,Y,2025-02-24,2025-04-11,Single Day Entry,4,50,False,Australia,2025-02,2025-04,46,200
Kirrawee,NSW,2232,AU,N,2025-02-24,2025-04-11,Single Day Entry,1,50,False,Australia,2025-02,2025-04,46,50
Macquarie Park,NSW,2113,AU,N,2025-02-24,2025-04-11,After 4pm Entry,4,35,False,Australia,2025-02,2025-04,46,140
Seven Hills,NSW,2147,AU,Y,2025-02-24,2025-04-11,After 4pm Entry,2,35,False,Australia,2025-02,2025-04,46,70
Liverpool,NSW,2170,AU,N,2025-02-24,2025-04-11,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,46,35
Liverpool,NSW,2170,AU,N,2025-02-24,2025-04-11,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,46,35
Liverpool,NSW,2170,AU,N,2025-02-24,2025-04-11,After 4pm Entry,1,35,False,Australia,2025-02,2025-04,46,35
Frenchs Forest,NSW,2086,AU,Y,2025-02-24,2025-04-19,Reserved Seating,2,50,False,Australia,2025-02,2025-04,54,100
Frenchs Forest,NSW,2086,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
Bangor,NSW,2234,AU,N,2025-02-24,2025-04-19,Reserved Seating,2,50,False,Australia,2025-02,2025-04,54,100
Bangor,NSW,2234,AU,N,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Pimlico,QLD,4812,AU,Y,2025-02-24,2025-04-19,Dino Adventures,4,25,False,Australia,2025-02,2025-04,54,100
Pimlico,QLD,4812,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Pimlico,QLD,4812,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Pimlico,QLD,4812,AU,Y,2025-02-24,2025-04-19,Reserved Seating,4,50,False,Australia,2025-02,2025-04,54,200
North Richmond,NSW,2754,AU,Y,2025-02-24,2025-04-19,Angus Steakhouse,2,50,False,Australia,2025-02,2025-04,54,100
North Richmond,NSW,2754,AU,Y,2025-02-24,2025-04-19,Reserved Seating,2,50,False,Australia,2025-02,2025-04,54,100
North Richmond,NSW,2754,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
North Richmond,NSW,2754,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
North Richmond,NSW,2754,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
Windsor South,NSW,2756,AU,Y,2025-02-24,2025-04-19,Reserved Seating,6,50,False,Australia,2025-02,2025-04,54,300
Glenmore Park,NSW,2745,AU,Y,2025-02-24,2025-04-19,Reserved Seating,2,50,False,Australia,2025-02,2025-04,54,100
Glenmore Park,NSW,2745,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
Oatlands,NSW,2117,AU,Y,2025-02-24,2025-04-19,Reserved Seating,3,50,False,Australia,2025-02,2025-04,54,150
Oatlands,NSW,2117,AU,Y,2025-02-24,2025-04-19,Reserved Seating,2,50,False,Australia,2025-02,2025-04,54,100
Oatlands,NSW,2117,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Wetherill Park,NSW,2164,AU,N,2025-02-24,2025-04-19,Reserved Seating,4,50,False,Australia,2025-02,2025-04,54,200
Berowra Heights,NSW,2082,AU,Y,2025-02-24,2025-04-19,Reserved Seating,4,50,False,Australia,2025-02,2025-04,54,200
Northbridge,NSW,2063,AU,Y,2025-02-24,2025-04-19,Reserved Seating,4,50,False,Australia,2025-02,2025-04,54,200
Northbridge,NSW,2063,AU,Y,2025-02-24,2025-04-19,Reserved Seating,2,50,False,Australia,2025-02,2025-04,54,100
Neutral Bay,NSW,2089,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Neutral Bay,NSW,2089,AU,Y,2025-02-24,2025-04-19,Reserved Seating,3,50,False,Australia,2025-02,2025-04,54,150
Port Macquarie,NSW,2444,AU,Y,2025-02-24,2025-04-19,Big Bush BBQ,4,20,False,Australia,2025-02,2025-04,54,80
Port Macquarie,NSW,2444,AU,Y,2025-02-24,2025-04-19,Reserved Seating,3,50,False,Australia,2025-02,2025-04,54,150
Port Macquarie,NSW,2444,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Engadine,NSW,2233,AU,Y,2025-02-24,2025-04-19,Reserved Seating,2,50,False,Australia,2025-02,2025-04,54,100
Buff Point,NSW,2262,AU,Y,2025-02-24,2025-04-19,Reserved Seating,2,50,False,Australia,2025-02,2025-04,54,100
Buff Point,NSW,2262,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Tumut,NSW,2720,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Tumut,NSW,2720,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Tumut,NSW,2720,AU,Y,2025-02-24,2025-04-19,Reserved Seating,4,50,False,Australia,2025-02,2025-04,54,200
Waterloo,NSW,2017,AU,Y,2025-02-24,2025-04-19,Reserved Seating,6,50,False,Australia,2025-02,2025-04,54,300
Quakers Hill,NSW,2763,AU,N,2025-02-24,2025-04-19,Reserved Seating,4,50,False,Australia,2025-02,2025-04,54,200
Casino,NSW,2470,AU,Y,2025-02-24,2025-04-19,Reserved Seating,2,50,False,Australia,2025-02,2025-04,54,100
Port Macquarie,NSW,2444,AU,Y,2025-02-24,2025-04-19,Big Bush BBQ,1,20,False,Australia,2025-02,2025-04,54,20
Port Macquarie,NSW,2444,AU,Y,2025-02-24,2025-04-19,Reserved Seating,1,50,False,Australia,2025-02,2025-04,54,50
Port Macquarie,NSW,2444,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
Cranebrook,NSW,2749,AU,N,2025-02-24,2025-04-20,Reserved Seating,3,50,False,Australia,2025-02,2025-04,55,150
Cranebrook,NSW,2749,AU,N,2025-02-24,2025-04-20,Reserved Seating,1,50,False,Australia,2025-02,2025-04,55,50
Cranebrook,NSW,2749,AU,N,2025-02-24,2025-04-20,Reserved Seating,1,50,False,Australia,2025-02,2025-04,55,50
Chipping Norton,NSW,2170,AU,N,2025-02-24,2025-04-20,Angus Steakhouse,2,50,False,Australia,2025-02,2025-04,55,100
Chipping Norton,NSW,2170,AU,N,2025-02-24,2025-04-20,Reserved Seating,2,50,False,Australia,2025-02,2025-04,55,100
Bligh Park,NSW,2756,AU,Y,2025-02-24,2025-04-20,Reserved Seating,3,50,False,Australia,2025-02,2025-04,55,150
Lake Albert,NSW,2650,AU,N,2025-02-24,2025-04-20,Reserved Seating,8,50,False,Australia,2025-02,2025-04,55,400
Blackwall,NSW,2256,AU,Y,2025-02-24,2025-04-20,Reserved Seating,2,50,False,Australia,2025-02,2025-04,55,100
Blackwall,NSW,2256,AU,Y,2025-02-24,2025-04-20,Reserved Seating,1,50,False,Australia,2025-02,2025-04,55,50
Redfern,NSW,2016,AU,N,2025-02-24,2025-04-21,Reserved Seating,1,50,False,Australia,2025-02,2025-04,56,50
Redfern,NSW,2016,AU,N,2025-02-24,2025-04-21,Reserved Seating,1,50,False,Australia,2025-02,2025-04,56,50
Redfern,NSW,2016,AU,N,2025-02-24,2025-04-21,Reserved Seating,1,50,False,Australia,2025-02,2025-04,56,50
Kingswood,NSW,2747,AU,Y,2025-02-24,2025-04-20,Reserved Seating,2,50,False,Australia,2025-02,2025-04,55,100
Dondingalong,NSW,2440,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
Dondingalong,NSW,2440,AU,Y,2025-02-24,2025-04-20,Reserved Seating,2,50,False,Australia,2025-02,2025-04,55,100
Dondingalong,NSW,2440,AU,Y,2025-02-24,2025-04-20,Reserved Seating,1,50,False,Australia,2025-02,2025-04,55,50
Dondingalong,NSW,2440,AU,Y,2025-02-24,2025-04-21,Reserved Seating,2,50,False,Australia,2025-02,2025-04,56,100
Dondingalong,NSW,2440,AU,Y,2025-02-24,2025-04-21,Reserved Seating,1,50,False,Australia,2025-02,2025-04,56,50
Blaxland,NSW,2774,AU,N,2025-02-24,2025-04-20,Reserved Seating,4,50,False,Australia,2025-02,2025-04,55,200
Albion Park,NSW,2527,AU,Y,2025-02-24,2025-04-21,Reserved Seating,2,50,False,Australia,2025-02,2025-04,56,100
Albion Park,NSW,2527,AU,Y,2025-02-24,2025-04-21,Reserved Seating,1,50,False,Australia,2025-02,2025-04,56,50
Tamworth,NSW,2340,AU,Y,2025-02-24,2025-04-21,Reserved Seating,2,50,False,Australia,2025-02,2025-04,56,100
Glenmore Park,NSW,2745,AU,Y,2025-02-24,2025-04-20,Reserved Seating,2,50,False,Australia,2025-02,2025-04,55,100
Sydney,NSW,2000,AU,Y,2025-02-24,2025-04-20,Reserved Seating,1,50,False,Australia,2025-02,2025-04,55,50
Sydney,NSW,2000,AU,Y,2025-02-24,2025-04-20,Reserved Seating,1,50,False,Australia,2025-02,2025-04,55,50
Ashtonfield,NSW,2323,AU,Y,2025-02-24,2025-04-13,Reserved Seating,2,50,False,Australia,2025-02,2025-04,48,100
Ashtonfield,NSW,2323,AU,Y,2025-02-24,2025-04-13,Reserved Seating,2,50,False,Australia,2025-02,2025-04,48,100
Ambarvale,NSW,2560,AU,N,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Ambarvale,NSW,2560,AU,N,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Wyee,NSW,2259,AU,N,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
Cambridge Park,NSW,2747,AU,Y,2025-02-24,2025-04-19,Single Day Entry,3,50,False,Australia,2025-02,2025-04,54,150
Cambridge Park,NSW,2747,AU,Y,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Picton,NSW,2571,AU,Y,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
North Sydney,NSW,2060,AU,Y,2025-02-24,2025-04-18,Single Day Entry,3,50,False,Australia,2025-02,2025-04,53,150
Ashtonfield,NSW,2323,AU,N,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Pacific Pines,QLD,4211,AU,Y,2025-02-24,2025-04-13,Reserved Seating,4,50,False,Australia,2025-02,2025-04,48,200
Sylvania,NSW,2224,AU,Y,2025-02-24,2025-04-22,Reserved Seating,2,50,False,Australia,2025-02,2025-04,57,100
Sylvania,NSW,2224,AU,Y,2025-02-24,2025-04-22,Reserved Seating,3,50,False,Australia,2025-02,2025-04,57,150
Lochinvar,NSW,2321,AU,N,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Bonython,ACT,2905,AU,Y,2025-02-24,2025-04-12,Reserved Seating,7,50,False,Australia,2025-02,2025-04,47,350
Morisset,NSW,2264,AU,Y,2025-02-24,2025-04-19,Dino Adventures,1,25,False,Australia,2025-02,2025-04,54,25
Morisset,NSW,2264,AU,Y,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Lower Hutt,,5010,NZ,N,2025-02-24,2025-04-18,Single Day Entry,1,50,True,International,2025-02,2025-04,53,50
Lower Hutt,,5010,NZ,N,2025-02-24,2025-04-18,Single Day Entry,1,50,True,International,2025-02,2025-04,53,50
Worrigee,NSW,2540,AU,Y,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Artarmon,NSW,2064,AU,Y,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Artarmon,NSW,2064,AU,Y,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Davistown,NSW,2251,AU,Y,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
Davistown,NSW,2251,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Warriewood,NSW,2102,AU,N,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
Kellyville Ridge,NSW,2155,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Young,NSW,2594,AU,Y,2025-02-24,2025-04-18,Single Day Entry,3,50,False,Australia,2025-02,2025-04,53,150
Meadowbank,NSW,2114,AU,N,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Meadowbank,NSW,2114,AU,N,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Jordan Springs,NSW,2747,AU,Y,2025-02-24,2025-04-18,Single Day Entry,4,50,False,Australia,2025-02,2025-04,53,200
Orange,NSW,2800,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Wetherill Park,NSW,2164,AU,N,2025-02-24,2025-04-13,Reserved Seating,4,50,False,Australia,2025-02,2025-04,48,200
Dean Park,NSW,2761,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Dean Park,NSW,2761,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Largs,NSW,2320,AU,Y,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
Largs,NSW,2320,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
North Strathfield,NSW,2137,AU,Y,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Epping,NSW,2121,AU,Y,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Epping,NSW,2121,AU,Y,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Bateau Bay,NSW,2261,AU,Y,2025-02-24,2025-04-13,Reserved Seating,2,50,False,Australia,2025-02,2025-04,48,100
Bateau Bay,NSW,2261,AU,Y,2025-02-24,2025-04-13,Reserved Seating,8,50,False,Australia,2025-02,2025-04,48,400
Bateau Bay,NSW,2261,AU,Y,2025-02-24,2025-04-23,Give & Gather Bag,1,15,False,Australia,2025-02,2025-04,58,15
Smeaton Grange,NSW,2567,AU,N,2025-02-24,2025-04-12,Reserved Seating,7,50,False,Australia,2025-02,2025-04,47,350
Smeaton Grange,NSW,2567,AU,N,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
Freshwater,NSW,2096,AU,Y,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Earlwood,NSW,2206,AU,Y,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
Earlwood,NSW,2206,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Schofields,NSW,2762,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Schofields,NSW,2762,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
North Gosford,NSW,2250,AU,N,2025-02-24,2025-04-13,Reserved Seating,1,50,False,Australia,2025-02,2025-04,48,50
North Gosford,NSW,2250,AU,N,2025-02-24,2025-04-13,Reserved Seating,1,50,False,Australia,2025-02,2025-04,48,50
Prestons,NSW,2170,AU,N,2025-02-24,2025-04-12,Big Bush BBQ,2,20,False,Australia,2025-02,2025-04,47,40
Prestons,NSW,2170,AU,N,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
Prestons,NSW,2170,AU,N,2025-02-24,2025-04-12,Reserved Seating,1,50,False,Australia,2025-02,2025-04,47,50
Sydney,NSW,2032,AU,Y,2025-02-24,2025-04-18,Dino Adventures,3,25,False,Australia,2025-02,2025-04,53,75
Sydney,NSW,2032,AU,Y,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Sydney,NSW,2032,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Summer Hill,NSW,2130,AU,N,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Charlestown,NSW,2290,AU,N,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Charlestown,NSW,2290,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Charlestown,NSW,2290,AU,N,2025-02-24,2025-04-19,Single Day Entry,4,50,False,Australia,2025-02,2025-04,54,200
Murrumbateman,NSW,2582,AU,N,2025-02-24,2025-04-18,Single Day Entry,4,50,False,Australia,2025-02,2025-04,53,200
Kellyville Ridge,NSW,2155,AU,N,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
North Kellyville,NSW,2155,AU,Y,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
North Kellyville,NSW,2155,AU,Y,2025-02-24,2025-04-19,Single Day Entry,1,50,False,Australia,2025-02,2025-04,54,50
Jannali,NSW,2226,AU,Y,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
Elizabeth North,SA,5113,AU,Y,2025-02-24,2025-04-19,Single Day Entry,3,50,False,Australia,2025-02,2025-04,54,150
Rozelle,NSW,2039,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Haberfield,NSW,2045,AU,N,2025-02-24,2025-04-13,Reserved Seating,9,50,False,Australia,2025-02,2025-04,48,450
Ryde,NSW,2112,AU,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Brighton Le Sands,NSW,2216,AU,Y,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
Hurstville,NSW,2220,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Rockdale,NSW,2216,AU,Y,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Layer Park,,,,Y,2025-02-24,2025-04-18,Single Day Entry,1,50,True,International,2025-02,2025-04,53,50
Caringbah,NSW,2229,AU,N,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
Illawong,NSW,2234,AU,Y,2025-02-24,2025-04-12,Reserved Seating,4,50,False,Australia,2025-02,2025-04,47,200
Amaroo,ACT,2914,AU,Y,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Plumpton,NSW,2761,AU,Y,2025-02-24,2025-04-18,Single Day Entry,2,50,False,Australia,2025-02,2025-04,53,100
West Pennant Hills,NSW,2125,AU,N,2025-02-24,2025-04-19,Single Day Entry,2,50,False,Australia,2025-02,2025-04,54,100
Karabar,NSW,2620,AU,N,2025-02-24,2025-04-18,Single Day Entry,1,50,False,Australia,2025-02,2025-04,53,50
Mcmahons Point,NSW,2060,AU,N,2025-02-24,2025-04-12,Reserved Seating,2,50,False,Australia,2025-02,2025-04,47,100
